title,partner,rating,reviews,description,course_link,enrollment,skills
Data Structures,University of California San Diego,4.6,5.5K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-structures,286210.0,
Science of Firearm Injury Prevention Among Children & Teens,University of Michigan,4.8,6 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/science-of-firearm-injury-prevention-children-teens,1551.0,
Present with Purpose: Create/Deliver Effective Presentations,IBM,4.6,217 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/present-with-purpose,22882.0,
Advanced Prompt Engineering for Everyone,Vanderbilt University,4.9,128 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-prompt-engineering-for-everyone,7421.0,
Opportunity Management in Salesforce,Salesforce,4.7,207 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/opportunity-management-in-salesforce,12494.0,
Artificial Intelligence for Breast Cancer Detection,Johns Hopkins University,4.6,67 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/artificial-intelligence-for-breast-cancer-detection,4064.0,
Innovación Educativa,Tecnológico de Monterrey,4.7,226 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/innovacion-educativa,9398.0,
Introduction to Relational Databases (RDBMS),IBM,4.6,601 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-relational-databases,65533.0,
Product Development using AutoCAD,Coursera Project Network,4.5,138 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/product-development-using-autocad,6975.0,
Salesforce Fundamentals,"University of California, Irvine",4.3,248 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/salesforce-fundamentals,18297.0,"Category: Data SecurityData Security, Category: Cloud IntegrationCloud Integration, Category: Cloud ComputingCloud Computing, Category: Data ManagementData Management, Category: AutomationAutomation, Category: Data SecurityData Security, Category: Cloud IntegrationCloud Integration, Category: Cloud ComputingCloud Computing, Category: Data ManagementData Management, Category: AutomationAutomation, Category: Data SecurityData Security, Category: Cloud IntegrationCloud Integration, Category: Cloud ComputingCloud Computing, Category: Data ManagementData Management, Category: AutomationAutomation, Category: Data SecurityData Security, Category: Cloud IntegrationCloud Integration, Category: Cloud ComputingCloud Computing, Category: Data ManagementData Management, Category: AutomationAutomation"
Real Estate Financial Modeling,Coursera Instructor Network,4.3,15 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/real-estate-financial-modeling,2259.0,
Getting Started as a Personal Fitness Trainer,National Academy of Sports Medicine,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/getting-started-as-a-personal-fitness-trainer,,
Diabetes – the Essential Facts,University of Copenhagen,4.7,2.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/diabetes-essential-facts,88048.0,
Foundations of Music Promotion & Branding,GRAMMY GO,4.8,6 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-music-promotion-branding,1684.0,
The Science of Success: What Researchers Know that You Should Know,University of Michigan,4.8,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/success,188003.0,
Engineering Project Management: Initiating and Planning,Rice University,4.7,3.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/initiating-planning,110671.0,
Excel Fundamentals for Data Analysis,Macquarie University,4.8,3.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-data-analysis-fundamentals,177694.0,
Practical Data Science with MATLAB,MathWorks,4.8,1K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/practical-data-science-matlab,26927.0,"Category: Data AnalysisData Analysis, Category: Data VisualizationData Visualization, Category: MatlabMatlab, Category: Feature EngineeringFeature Engineering, Category: MatlabMatlab, Category: Data CleansingData Cleansing, Category: Machine LearningMachine Learning, Category: MatlabMatlab, Category: Predictive ModellingPredictive Modelling, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Machine LearningMachine Learning, Category: MatlabMatlab, Category: Predictive ModellingPredictive Modelling"
Launching into Machine Learning,Google Cloud,4.6,4.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/launching-machine-learning,51626.0,
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,4.8,13K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mindshift,473776.0,
Cloud Security Risks: Identify and Protect Against Threats,Google Cloud,4.7,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cloud-security-risks-identify-and-protect-against-threats,1679.0,
Initiating and Planning Projects,"University of California, Irvine",4.7,23K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/project-planning,463424.0,
Data Literacy: Exploring and Visualizing Data,SAS,4.7,1K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/sas-data-literacy,,"Category: Data storytellingData storytelling, Category: Data LiteracyData Literacy, Category: Data storytellingData storytelling, Category: Data LiteracyData Literacy"
"Positive Psychology: Character, Grit and Research Methods",University of Pennsylvania,4.4,1.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-methods,34744.0,
Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,4.8,1.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/plantknows,114691.0,
Ethical Leadership Through Giving Voice to Values,University of Virginia,4.7,552 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-giving-voice-to-values,33985.0,
Foundations of Coding Full-Stack,Microsoft,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/foundations-of-coding-full-stack,2569.0,
The Truth About Cats and Dogs,The University of Edinburgh,4.8,2.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cats-and-dogs,77804.0,
Managing Machine Learning Projects,Duke University,4.8,197 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/managing-machine-learning-projects,16139.0,
Citizenship and the Rule of Law,University of London,4.8,492 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/citizenship-rule-of-law,24258.0,
Mastering bitumen for better roads and innovative applications,École des Ponts ParisTech,4.7,1.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/mastering-bitumen,30934.0,
Linux Kernel Programming and Introduction to Yocto Project,University of Colorado Boulder,4.5,13 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/linux-kernel-programming-yocto-project,7050.0,
IT Support Google,Google,4.9,5.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,1695364.0,"Category: CybersecurityCybersecurity, Category: Wireless SecurityWireless Security, Category: CryptographyCryptography, Category: Network SecurityNetwork Security, Category: PowershellPowershell, Category: Linux File SystemsLinux File Systems, Category: Command-Line InterfaceCommand-Line Interface, Category: LinuxLinux, Category: Binary CodeBinary Code, Category: Customer SupportCustomer Support, Category: LinuxLinux, Category: TroubleshootingTroubleshooting, Category: Domain Name System (DNS)Domain Name System (DNS), Category: Ipv4Ipv4, Category: Network ModelNetwork Model, Category: TroubleshootingTroubleshooting, Category: Directory ServiceDirectory Service, Category: Lightweight Directory Access Protocol (LDAP)Lightweight Directory Access Protocol (LDAP), Category: BackupBackup"
Getting Started in Microsoft SharePoint,Coursera Project Network,4.1,45 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/getting-started-in-microsoft-sharepoint,6369.0,
GenAI For Business Analysis: Fine-Tuning LLMs,Coursera Project Network,,,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/genai-for-business-analysis-fine-tuning-llms,,
Large Marine Ecosystems: Assessment and Management,University of Cape Town,4.8,292 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/large-marine-ecosystems,16440.0,
Understanding & Preventing Workplace Sexual Harassment,Coursera Instructor Network,4.3,35 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/understanding-and-preventing-workplace-sexual-harassment,2046.0,
Start Your API Testing Journey With Postman Tool,Coursera Project Network,4.5,259 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/start-your-api-testing-journey-with-postman-tool,15278.0,
Global Financing Solutions (by EDHEC and Société Générale),EDHEC Business School,4.7,182 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/global-financing-solutions,17212.0,
Business English: Networking,University of Washington,4.8,3.3K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/business-english-intro,230735.0,
Understanding Korean Politics,Yonsei University,4.8,266 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/understanding-korean-politics,22090.0,
Fundamentals of Credit Analysis,Starweaver,4.2,21 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fundamentals-of-credit-analysis,3226.0,
Hacking Exercise For Health. The surprising new science of fitness.,McMaster University,4.7,793 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hacking-exercise-health,77606.0,
"Penetration Testing, Threat Hunting, and Cryptography",IBM,4.6,2.4K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ibm-penetration-testing-threat-hunting-cryptography,90767.0,
Image Processing for Engineering and Science,MathWorks,4.8,167 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/image-processing,7037.0,"Category: Image ProcessingImage Processing, Category: Image SegmentationImage Segmentation, Category: MatlabMatlab, Category: Image ProcessingImage Processing, Category: Image SegmentationImage Segmentation, Category: region analysisregion analysis, Category: image filteringimage filtering, Category: Image ProcessingImage Processing, Category: Object DetectionObject Detection, Category: MatlabMatlab, Category: video processingvideo processing"
Gen AI Foundational Models for NLP & Language Understanding,IBM,4.4,32 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gen-ai-foundational-models-for-nlp-and-language-understanding,2784.0,
Market Risk Management: Frameworks & Strategies,New York Institute of Finance,4.6,146 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/market-risk-management,10230.0,
Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,4.9,7.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,252302.0,
Ethics of Artificial Intelligence,Politecnico di Milano,4.8,156 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ethics-of-artificial-intelligence,13306.0,
Developing Innovative Ideas for Product Leaders,"University of Maryland, College Park",4.4,197 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developing-innovative-ideas-for-product-leaders,19346.0,
Sustainable Digital Innovation,EIT Digital,4.5,176 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/sustainable-digital-innovation,9005.0,
A Complete Reinforcement Learning System (Capstone),University of Alberta,4.7,630 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/complete-reinforcement-learning-system,22109.0,
Prediction and Control with Function Approximation,University of Alberta,4.8,821 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/prediction-control-function-approximation,25944.0,
Product Management Essentials,"University of Maryland, College Park",4.6,321 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/product-management-essentials,35729.0,
